ATIS_train_1938_de	Please provide flight times for Boston to Pittsburgh	return flights ;return #1 from  boston ;return #2 to pittsburgh ;return flight times of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1939_de	What is your cheapest fare between Atlanta and Boston?	return fares ;return #1 between atlanta ;return #2 and  boston ;return the least expensive of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_194_de	May I have a list of flights from Milwaukee to Tacoma Washington that depart in the evening?	return flights ;return #1 from  milwaukee ;return #2 to tacoma washington ;return #3 departing in the evening	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1940_de	How many night flights from Delta are top notch?	return flights ;return #1 on delta ;return #2 that  are night flights ;return #3 in first class ;return number of  #4	['select', 'filter', 'filter', 'filter', 'aggregate']	train
ATIS_train_1941_de	Show me the flights from Dallas to Baltimore August 3rd	return flights ;return #1 from  dallas ;return #2 to baltimore ;return #3 on  august third ;return #4 that  are available	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1942_de	Could you please give me a one way trip from Pittsburgh to Atlanta?	return fares ;return #1 which  is  one way ;return #2 from  pittsburgh ;return #3 to atlanta	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1944_de	Which flights go from Dallas to Denver after 3pm	return flights ;return #1 from  dallas ;return #2 to denver ;return #3 after 3pm	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1945_de	List the flights between San Jose and Houston	return flights ;return #1 between san jose ;return #2 and  houston	['select', 'filter', 'filter']	train
ATIS_train_1946_de	Nonstop Seattle to Kansas City flights	return flights ;return #1 that  are nonstop ;return #2 from  seattle ;return #3 to kansas city	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1947_de	I would like to know the earliest flight from Boston to San Francisco	return flights ;return #1 from boston ;return #2 to  san francisco ;return the  earliest #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1948_de	Show me flights from San Francisco to Boston early Friday morning	return flights ;return #1 from  san francisco ;return #2 to boston ;return #3 early on  friday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1949_de	show me the airlines	return airlines	['select']	train
ATIS_train_195_de	Please let me know as early as possible about a flight from Philadelphia to Boston on April 17	return flights ;return #1 from philadelphia ;return #2 to  boston ;return #3 as  early as possible ;return #4 on april seventeen	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1950_de	I need a return flight from Cincinnati to San Jose, California	return round trip flights ;return #1 from  cincinnati ;return #2 to san jose california	['select', 'filter', 'filter']	train
ATIS_train_1951_de	Can you tell me something about flights from Philadelphia to Dallas? The flights should leave Philadelphia in the morning	return flights  ;return #1 from  philadelphia  to dallas ;return #2 in the  morning	['select', 'filter', 'filter']	train
ATIS_train_1952_de	I want a flight from Atlanta to San Francisco with a stop in Denver	return flights ;return #1 from  atlanta ;return #2 to san francisco ;return #3 with  a  stopover in denver ;return #4 on  twa	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1953_de	Does Air have any flights from Atlanta to Denver?	return flights ;return #1 on us air ;return #2 from  atlanta ;return #3 to denver ;return number of  #4 ;return if #5 is at least one	['select', 'filter', 'filter', 'filter', 'aggregate', 'boolean']	train
ATIS_train_1954_de	What did you have on Monday from Dallas Fort worth up to Oakland California	return flights ;return #1 from  dallas fort worth ;return #2 to oakland california ;return #3 on  monday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1955_de	Give me a list of morning flights from Atlanta to Boston	return flights ;return #1 from atlanta ;return #2 to  boston ;return #3 in the  morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1956_de	I want a non-stop flight from Indianapolis to Toronto that starts on Thursday morning	return nonstop flights ;return #1 from  indianapolis ;return #2 to toronto ;return #3 that  leaves thursday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1957_de	Which flights depart Burbank after noon and arrive in Denver at 6pm?	return flights ;return #1 that  depart burbank ;return #2 after noon ;return #3 that  arrive in denver ;return #4 by 6pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1958_de	I need a flight from Boston to Pittsburgh that leaves early in the morning	return flights ;return #1 from boston ;return #2 to  pittsburgh ;return #3 that  leave early in the  morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1959_de	Tell me about American airline flights from Dallas to San Francisco on June 29th	return flights ;return #1 on american airlines ;return #2 from dallas ;return #3 to  san francisco ;return #4 on june twenty ninth	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_196_de	What's the latest flight available between San Francisco and Boston?	return flights ;return #1 from  san francisco ;return #2 to boston ;return #3 that  is  the latest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1961_de	List the cheapest outbound flight from Miami Florida to Charlotte North Carolina	return flights ;return #1 from miami florida ;return #2 to  charlotte north carolina ;return the  cheapest of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1962_de	Which airlines fly from Boston to Washington?	return airlines ;return #1 that  fly from  boston ;return #2 that  fly to washington	['select', 'filter', 'filter']	train
ATIS_train_1963_de	How many flights does every airline with Business Class Service have?	return airlines ;return flights of  #1 ;return #2 that  have  businesses class service ;return number of  #3 for each  #1	['select', 'project', 'filter', 'group']	train
ATIS_train_1964_de	Show me the price of flight ea 212 from Atlanta to Washington	return flight ea 212 ;return #1 from  atlanta ;return #2 to washington ;return price of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1965_de	Show me the latest flight from Las Vegas to Denver	return flights ;return #1 from  las vegas ;return #2 to denver ;return latest #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1966_de	what flights from washington to toronto	return flights ;return #1 from washington ;return #2 to  toronto	['select', 'filter', 'filter']	train
ATIS_train_1967_de	All flights from Washington DC to San Francisco are top notch	return flights ;return #1 from  washington dc ;return #2 to  san francisco ;return #3 that  are  first class	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1968_de	List all flights that leave Denver and arrive in Seattle on Saturday after 12:30 p.m.	return flights ;return #1 from  denver ;return #2 to seattle ;return #3 on  saturday ;return #4 that  depart after 1230pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1969_de	What is the earliest flight I can take from Boston to Baltimore?	return flights ;return #1 from boston ;return #2 to  baltimore ;return earliest of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_197_de	Show me the flights of the American airline that are leaving Phoenix and arriving in Milwaukee on Wednesday	return flights ;return #1 on  american airline ;return #2 leaving phoenix ;return #3 on  wednesday ;return #4 that  are arriving in milwaukee	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1970_de	What time do the flights from Denver to Pittsburgh start on July 7?	return flights ;return #1 on  july seventh ;return #2 leaving from  denver ;return #3 to pittsburgh ;return the time of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1971_de	How much does it cost to fly United Airlines from Boston to Oakland?	return flights ;return #1 from boston ;return #2 to  oakland ;return #3 on united airlines ;return cost of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1972_de	I need information about flights from Kansas City Missouri to Salt Lake City Utah. I am only interested in flights with Delta Airlines	return flights  ;return #1 from  kansas city  missouri ;return #2 to salt lake city  utah ;return #3 on  delta airlines	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1974_de	Show flights first class in American from Dallas Fort Worth to San Francisco International	return flights ;return #1 in first class ;return #2 on american ;return #3 from dallas fort worth ;return #4 to  san francisco international	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1975_de	Which airlines fly between Boston and Philadelphia?	return airlines ;return #1 which  fly from boston ;return #2 to  philadelphia ;return #1 which  fly from philadelphia ;return #4 to  boston ;return #3 ,  #5	['select', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_1976_de	What are the different service classes and the prices for us air	return classes of service ;return #1 for us air ;return prices of #2 ;return #2 , #3	['select', 'filter', 'project', 'union']	train
ATIS_train_1977_de	Flights from Newark to Cleveland daily	return flights ;return #1 from newark ;return #2 to  cleveland ;return #3 that  are daily	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1978_de	What is the last flight from Atlanta to Boston?	return flights ;return #1 from atlanta ;return #2 to  boston ;return #3 that  is  the  last	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1979_de	What an airplane is Flight 270 from Denver to Philadelphia	return flights ;return #1 on ua 270 ;return #2 from denver ;return #3 to  philadelphia ;return airplane of #4 ;return kind of #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_198_de	Which flights are from Boston to Dallas?	return flights ;return #1 from  boston ;return #2 to dallas	['select', 'filter', 'filter']	train
ATIS_train_1980_de	Please provide flight times from Boston to Pittsburgh	return flights ;return #1 from  boston ;return #2 to pittsburgh ;return flight times of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1981_de	Continental flies from Boston to San Francisco with a stopover in Denver	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 with  a stop in denver ;return #4 on  continental	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1982_de	Flights from Indianapolis to Seattle	return flights ;return #1 from  indianapolis ;return #2 to seattle	['select', 'filter', 'filter']	train
ATIS_train_1983_de	What is the cheapest one-way, round-trip flight from Denver to Pittsburgh?	return flights ;return #1 from  denver ;return #2 to pittsburgh ;return #3 that  are one way ;return #3 that  are round trip ;return #4 , #5 ;return cheapest of #6	['select', 'filter', 'filter', 'filter', 'filter', 'union', 'project']	train
ATIS_train_1984_de	I need flight information between Atlanta and Boston	return flight information ;return #1 between atlanta ;return #2 and  boston	['select', 'filter', 'filter']	train
ATIS_train_1985_de	Is there an airline that serves Boston DC and Dallas?	return airlines ;return #1 that services boston ;return #2 that services dc ;return #3 that services dallas	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1986_de	American airlines leave Phoenix	return airlines ;return #1 that  are  american ;return #2 leaving phoenix	['select', 'filter', 'filter']	train
ATIS_train_1987_de	What are my dining options from Boston to Denver?	return meal options ;return #1 on  flights ;return #2 from  boston ;return #3 to denver	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1988_de	What is airline ff	return airlines ;return ff of #1 ;return what is  #2	['select', 'project', 'project']	train
ATIS_train_1989_de	Which flights go from Seattle to Chicago on Sunday?	return flights ;return #1 on sunday ;return #2 from seattle ;return #3 to  chicago	['select', 'filter', 'filter', 'filter']	train
ATIS_train_199_de	what is bna	return bna ;return what is  #1	['select', 'project']	train
ATIS_train_1990_de	Show me all flights from Pittsburgh to Atlanta	return flights ;return #1 from pittsburgh ;return #2 to  atlanta	['select', 'filter', 'filter']	train
ATIS_train_1991_de	Tuesday morning flights between Charlotte and Baltimore	return flights ;return #1 between charlotte ;return #2 and baltimore ;return #3 on tuesday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1992_de	Now I want to see return flights from Miami to New York	return return flights ;return #1 from  miami ;return #2 to new york	['select', 'filter', 'filter']	train
ATIS_train_1994_de	List all flights on the continent that leave Denver and arrive in Chicago on Monday before noon	return flights ;return #1 on continental ;return #2 from denver ;return #3 to  chicago ;return #4 arriving monday before noon	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1995_de	Can you tell me which airline flies between Denver and San Francisco?	return flights ;return #1 between denver ;return #2 and san francisco ;return airlines of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1996_de	Explain the tariff codes	return fare codes ;return explain #1	['select', 'project']	train
ATIS_train_1997_de	Show me the latest flight from Atlanta to Washington DC on Wednesday	return flights ;return #1 on wednesday ;return #2 from atlanta ;return #3 to  washington dc ;return #4 that  is  the  latest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1998_de	Which airlines fly from Atlanta to Baltimore?	return airlines ;return #1 which  go from  atlanta ;return #2 to baltimore	['select', 'filter', 'filter']	train
ATIS_train_1999_de	I want a flight from Philadelphia to Dallas that has at least one stop	return flights ;return #1 from  philadelphia ;return #2 to dallas ;return #3 with  at least one stop	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2_de	which flights from tacoma to orlando on saturday	return flights ;return #1 from  tacoma ;return #2 to orlando ;return #3 on  saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_20_de	List the launches and landings at General Mitchell International	return takeoffs ;return #1 at general mitchell international ;return landings ;return #3 at general mitchell international ;return #2 ,  #4	['select', 'filter', 'select', 'filter', 'union']	train
ATIS_train_200_de	Hello, I need a flight from Memphis to Salt Lake City that leaves before 10 a.m.	return flights ;return #1 from memphis ;return #2 to  salt lake ;return #3 departing before 10am	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2000_de	Show me the direct flights from San Francisco to Boston	return flights ;return #1 from  san francisco ;return #2 to boston ;return direct #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_2001_de	Please specify the cheapest flight from Dallas to Baltimore arriving on May 7th	return flights ;return #1 from  dallas to baltimore ;return #2 arriving on  may seventh ;return lowest of #3	['select', 'filter', 'filter', 'aggregate']	train
ATIS_train_2002_de	Show me round-trip fares from Pittsburgh to Philadelphia	return flights ;return #1 from pittsburgh ;return #2 to  philadelphia ;return #3 that  are round trip ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2003_de	List flights from Montreal to Washington with the lowest one way fares starting on Saturday	return flights ;return #1 from  montreal ;return #2 to washington ;return #3 that  leaves on  saturday ;return fares of #4 ;return #4 where #5 is  lowest	['select', 'filter', 'filter', 'filter', 'project', 'superlative']	train
ATIS_train_2004_de	Show me all flights from Atlanta to San Francisco that depart from Atlanta tomorrow after 5pm	return flights ;return #1 from atlanta ;return #2 to  san francisco ;return #3 which  leave after 5 o'clock pm tomorrow	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2005_de	How far is Oakland Airport from downtown?	return the  oakland airport ;return how far from  downtown oakland is #1	['select', 'project']	train
ATIS_train_2006_de	Show me all flights on combined flights from Boston	return flights ;return #1 on  united ;return #2 leaving from  boston	['select', 'filter', 'filter']	train
ATIS_train_2007_de	Please give me round-trip fares from Pittsburgh to Philadelphia	return flights ;return #1 from pittsburgh ;return #2 to  philadelphia ;return #3 that  are round trip ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2008_de	Show me the list of our flights between Boston and DC	return flights ;return #1 on  us air ;return #2 between boston ;return #3 and  dc	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2009_de	I would like to see all flights from Boston to Philadelphia	return flights ;return #1 from  boston ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_201_de	List of United Airlines daily flights from Denver to Baltimore with first class service	return flights ;return #1 of united airline ;return #2 from  denver ;return #3 to baltimore ;return #4 that  have  first class service ;return #5 that  are daily	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2010_de	Show me all of the northwest flights from New York to Milwaukee that depart at 720:00	return flights ;return #1 from  new york ;return #2 to milwaukee ;return #3 that  leave at 720am ;return #4 on  northwest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2011_de	I want to fly from Atlanta to Philadelphia non-stop	return flights ;return #1 from  atlanta ;return #2 to philadelphia ;return #3 that  are nonstop	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2012_de	What is the fare for flights from Denver to Pittsburgh with Delta Airline	return flights ;return #1 on  delta airline ;return #2 from  denver ;return #3 to pittsburgh ;return airfares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2013_de	Find travel arrangements for a return Dallas-Pittsburgh flight that arrives after 8:00 p.m. before 10:00 p.m.	return flights ;return #1 that  are  round trip ;return #2 from  dallas ;return #3 to pittsburgh ;return #4 arriving after 8pm and  before 10pm ;return travel arrangements of  #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2014_de	List the flights from Philadelphia to San Francisco that have a layover in Dallas	return list of flights ;return #1 from  philadelphia ;return #2 to san francisco ;return #3 which  have  a layover in dallas	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2015_de	What are the flights from Dallas to Baltimore	return flights ;return #1 from  dallas ;return #2 to baltimore	['select', 'filter', 'filter']	train
ATIS_train_2016_de	What is the smallest aircraft available that flies from Pittsburgh to Baltimore and arrives on May 7th?	return flights ;return #1 from pittsburgh ;return #2 to  baltimore ;return #3 arriving on may seventh ;return #4 that  are available ;return aircraft of #5 ;return size of #6 ;return #6 where #7 is  the  smallest	['select', 'filter', 'filter', 'filter', 'filter', 'project', 'project', 'comparative']	train
ATIS_train_2017_de	I need to know if there are direct flights from st. Petersburg Florida to Tacoma Washington departure preferably tomorrow morning	return flights ;return #1 that  are direct ;return #2 from st. petersburg florida ;return #3 to  tacoma washington ;return #4 leaving tomorrow morning ;return are there any  #5	['select', 'filter', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_2019_de	What type of aircraft are used by Delta airlines that fly between Washington and Denver?	return flights ;return #1 on  delta airlines ;return #2 between washington ;return #3 and  denver ;return airplanes of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_202_de	List all return flights from Indianapolis to Orlando that start on either December 27 or December 28	return flights ;return #1 that  are round trip ;return #2 from  indianapolis ;return #3 to orlando ;return #4 departing december twenty  seventh ;return #4 depart december twenty  eighth ;return #5 , #6	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_2020_de	show me the flights from atlanta to bwi	return flights ;return #1 from  atlanta ;return #2 to bwi	['select', 'filter', 'filter']	train
ATIS_train_2022_de	give me nonstop flights from new york city to las vegas	return flights ;return #1 from  new york ;return #2 to las vegas ;return #3 that  are nonstop	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2024_de	Show me Wednesday afternoon flights from Denver to San Francisco	return flights ;return #1 from denver ;return #2 to  san francisco ;return #3 on wednesday afternoon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2026_de	Which flights do you have from Ontario?	return flights ;return #1 from ontario	['select', 'filter']	train
ATIS_train_2028_de	Very well, I'm working on scenario three. I am interested in a flight on a 727 from Washington DC to Atlanta Georgia	return flights ;return #1 on  a  727 ;return #2 from  washington dc ;return #3 to atlanta georgia	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2029_de	Which airport in New York is closest to downtown?	return airports ;return #1 in new york ;return #2 that  is  closest to  downtown	['select', 'filter', 'filter']	train
ATIS_train_203_de	A top flight with American Airlines to San Francisco on Tuesday next week	return flights ;return #1 on  american ;return #2 in first class ;return #3 to san francisco ;return #4 on  tuesday in the next week	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2030_de	What's the earliest flight from Boston to Dallas Fort worth leaving on August 8th?	return flights ;return #1 from boston ;return #2 to  dallas fort worth ;return #3 leaving august eighth ;return the  earliest of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2031_de	Which airlines offer early afternoon non-stop flights from Boston to Denver	return flights ;return #1 that  are nonstop ;return #2 from  boston ;return #3 to denver ;return #4 in the early afternoon ;return airlines of #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2032_de	Show me the flights from Oakland to Washington	return flights ;return #1 from  oakland ;return #2 to washington	['select', 'filter', 'filter']	train
ATIS_train_2033_de	give me the american flights flights from phoenix to milwaukee on wednesday	return american airlines flights ;return #1 on wednesday ;return #2 from phoenix ;return #3 to  milwaukee	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2034_de	I want a morning flight from Milwaukee to Denver Colorado please	return flights ;return morning flights ;return #2 from  milwaukee ;return #3 to denver colorado	['select', 'select', 'filter', 'filter']	train
ATIS_train_2035_de	I need a flight from San Francisco to Philadelphia	return flights ;return #1 from san francisco ;return #2 to  philadelphia	['select', 'filter', 'filter']	train
ATIS_train_2036_de	Code ff	return code ff	['select']	train
ATIS_train_2037_de	I want information on flights from Baltimore to Atlanta on Thursday that will arrive in Atlanta before 6pm	return flights ;return #1 on  thursday ;return #2 from  baltimore ;return #3 to atlanta  ;return #4 arriving in atlanta  before 6pm ;return the information on  #5	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2038_de	List the fares for Delta Airlines flights from Boston to Philadelphia	return flights ;return #1 on  delta airlines ;return #2 from  boston ;return #3 to philadelphia ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_2039_de	Monday morning flight from Philadelphia to Oakland California	return flights ;return #1 from  philadelphia ;return #2 to oakland california ;return #3 early monday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_204_de	Show me the one-way flights from Atlanta to Pittsburgh	return one way flights ;return #1 from  atlanta ;return #2 to pittsburgh	['select', 'filter', 'filter']	train
ATIS_train_2040_de	I want a nonstop flight from Memphis to Las Vegas on March 2nd	return flights ;return #1 from memphis ;return #2 to  las vegas ;return #3 on march second ;return #4 that  are nonstop	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2041_de	Show me the cheapest flights from San Francisco to Philadelphia	return flights ;return #1 from  san francisco ;return #2 to philadelphia ;return #3 that  are the cheapest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2042_de	I want a return flight from Baltimore to Boston	return flights ;return return of #1 ;return #2 from  baltimore ;return #3 to boston	['select', 'project', 'filter', 'filter']	train
ATIS_train_2043_de	Flights from Denver to Pittsburgh on Thursday	return flights ;return #1 from  denver ;return #2 to pittsburgh ;return #3 on  thursday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2044_de	What are the flights from Washington DC to Denver?	return flights ;return #1 from washington dc ;return #2 to  denver	['select', 'filter', 'filter']	train
ATIS_train_2045_de	What's the cheapest fare from Baltimore to San Francisco that leaves on September 30th?	return flights ;return #1 from  baltimore ;return #2 to san francisco ;return #3 leaving september thirtieth ;return fares of #4 ;return least expensive of #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_2046_de	Are there flights from Atlanta to Baltimore?	return flights ;return #1 from  atlanta ;return #2 to baltimore	['select', 'filter', 'filter']	train
ATIS_train_2047_de	show me the last flight from the love field	return flights ;return #1 from love field ;return #2 that  is  the  last	['select', 'filter', 'filter']	train
ATIS_train_2048_de	Which flights land at General Mitchell International	return flights ;return #1 that land at general mitchell international	['select', 'filter']	train
ATIS_train_2049_de	How many United flights are there from San Francisco please	return flights ;return #1 on  united ;return #2 from  san francisco ;return number of #3	['select', 'filter', 'filter', 'aggregate']	train
ATIS_train_205_de	I want to fly from Boston to Oakland what airlines fly from Boston to Oakland	return airlines ;return #1 that  fly  ;return #2 from boston  ;return #3 to  oakland	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2050_de	Show me all Thursday to Atlanta flights to Oakland that arrive in Oakland before 5 p.m. and serve a meal	return flights ;return #1 on  thursday ;return #2 from  atlanta ;return #3 to oakland  ;return #4 which  arrive in oakland  before 5 o'clock ;return #5 which  serve a meal	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2051_de	give me all flights from boston to philadelphia arriving next week after lunch	return all flights ;return #1 next week ;return #2 from boston ;return #3 to  philadelphia ;return #4 arriving after lunch	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2052_de	What is the cheapest fare from San Francisco to Baltimore?	return flights ;return #1 from san francisco ;return #2 to  baltimore ;return fares of #3 ;return #4 that  is  the  cheapest	['select', 'filter', 'filter', 'project', 'filter']	train
ATIS_train_2053_de	show all monday flights from san francisco to pittsburgh	return flights ;return #1 from  san francisco ;return #2 to pittsburgh ;return #3 on  monday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2054_de	I want a list of flights from Pittsburgh to Baltimore on Thursday that arrive in Baltimore before 10am	return flights ;return #1 on  thursday ;return #2 from  pittsburgh ;return #3 to baltimore  ;return #4 that  arrive in baltimore  before 10am	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2055_de	Which one-way economy flights from Dallas to Atlanta are offered?	return flights ;return #1 from dallas ;return #2 to  atlanta ;return #3 that  are one way ;return #4 in economy	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2056_de	Show me all Delta Airlines and Twa flights that fly to Atlanta in the morning	return flights ;return #1 on  delta airlines ;return #2 to atlanta ;return #3 that  go in the morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2057_de	Show me flights from Denver to Philadelphia on a Monday	return flights ;return #1 from denver ;return #2 to  philadelphia ;return #3 on a monday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2058_de	Which flights on United leave La Guardia for San Jose and arrive around 10pm	return flights ;return #1 on  united ;return #2 from  la guardia ;return #3 to san jose ;return #4 that  arrive around 10pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_206_de	Is there an airline that advertises more flights than any other airline?	return airlines ;return #1 that advertise having more flights than any other airline ;return number of  #2 ;return if #3 is at least one	['select', 'filter', 'aggregate', 'boolean']	train
ATIS_train_2060_de	Show me a list of ground transportation at Boston Airport	return ground transportation ;return #1 at boston airport	['select', 'filter']	train
ATIS_train_2061_de	What time flights are available from Philadelphia to Pittsburgh	return flights ;return #1 from  philadelphia ;return #2 to pittsburgh ;return #3 that  are pm	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2062_de	Make any US flights from San Francisco	return flights ;return #1 that are us air ;return #2 that leave from  san francisco ;return number of  #3 ;return is #4 higher than zero	['select', 'filter', 'filter', 'aggregate', 'boolean']	train
ATIS_train_2063_de	What is the earliest flight from Phoenix to Salt Lake City?	return flights ;return #1 from  phoenix ;return #2 to salt lake city ;return the earliest #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_2064_de	In the economy class from Dallas to Baltimore, arriving on July 7th, I want to know what the cheapest ticket is	return flights ;return #1 from dallas ;return #2 to  baltimore ;return #3 that  are arriving on july seventh ;return #4 on economy class ;return tickets of #5 ;return price of #6 ;return the  lowest #7	['select', 'filter', 'filter', 'filter', 'filter', 'project', 'project', 'aggregate']	train
ATIS_train_2065_de	Please give me a flight from Boston to Washington that arrives in Washington at 5 p.m.	return flights ;return #1 from  boston ;return #2 to washington ;return #3 arriving at 5 o'clock in the afternoon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2066_de	Show me flights from Boston to Pittsburgh after 1700 hours on Wednesday	return flights ;return #1 from  boston ;return #2 to pittsburgh ;return #3 on  wednesday ;return #4 after 1700 hours	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_2067_de	Show me the flights that fly from Atlanta to Washington on Thursday morning, state whether meals are offered and what the prices are	return flights ;return #1 from  atlanta ;return #2 to washington ;return #3 on thursday ;return #4 in  the  morning ;return if meals are offered on #5 ;return prices of #5 ;return #5 ,  #6 ,   #7	['select', 'filter', 'filter', 'filter', 'filter', 'boolean', 'project', 'union']	train
ATIS_train_2068_de	The flight will depart from Boston	return flights ;return #1 that  originate in boston	['select', 'filter']	train
ATIS_train_2069_de	What are the flights from Boston to Philadelphia	return flights ;return #1 from  boston ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_207_de	While I'm in Pittsburgh what ground transportation is available	return ground transportations ;return #1 in pittsburgh ;return #2 that  is  available	['select', 'filter', 'filter']	train
ATIS_train_2071_de	What types of aircraft can I get a first class ticket from Philadelphia to Dallas?	return flights ;return #1 in first class ;return #2 from  philadelphia ;return #3 to dallas ;return aircraft of #4 ;return types of #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_2072_de	All flights from Denver Colorado to Pittsburgh, Pennsylvania	return flights ;return #1 from  denver colorado ;return #2 to  pittsburgh pennsylvania	['select', 'filter', 'filter']	train
ATIS_train_2073_de	I would like information about flights from Dallas to Atlanta arriving in Atlanta on Tuesday morning	return flights ;return #1 from  dallas ;return #2 to atlanta  ;return #3 arriving on  tuesday morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_2074_de	Flights from Atlanta to San Francisco on August 2	return flights ;return #1 from  atlanta ;return #2 to san francisco ;return #3 august second	['select', 'filter', 'filter', 'filter']	train
