ATIS_train_1131_de	Which flights leave Pittsburgh on July 5 after 7 p.m. and arrive in San Francisco	return flights ;return #1 from pittsburgh ;return #2 to  san francisco ;return #3 that  leave july fifth ;return #4 after 7pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1132_de	I want to see the cheapest flights from Denver to Atlanta	return flights ;return #1 from denver ;return #2 to  atlanta ;return #3 where price is  lowest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1133_de	Show me flights from Pittsburgh to Atlanta on Monday afternoon	return flights ;return #1 from  pittsburgh ;return #2 to atlanta ;return #3 on  monday ;return #4 in the afternoon	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1134_de	All flights from Miami to New York	return flights ;return #1 from  miami ;return #2 to  new york	['select', 'filter', 'filter']	train
ATIS_train_1135_de	I live in Denver and want to go to Pittsburgh	return flights ;return #1 from  denver ;return #2 to pittsburgh	['select', 'filter', 'filter']	train
ATIS_train_1136_de	Show me all two flights from Indianapolis to Houston that arrive around 11am	return flights ;return #1 on twa ;return #2 from indianapolis ;return #3 to  houston ;return #4 that  arrive around 11am	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1137_de	I would like to book the cheapest one-way flight from Denver to Pittsburgh on July 15	return flights ;return #1 from denver ;return #2 to  pittsburgh ;return #3 on july fifteenth ;return cheapest of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1138_de	What does it stand for?	return ua ;return what #1 stand for	['select', 'project']	train
ATIS_train_1139_de	Show me the flights next Wednesday between Phoenix and Milwaukee	return flights ;return #1 between phoenix ;return #2 and  milwaukee ;return #3 next wednesday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_114_de	Which northwest flights leave Denver before noon?	return flights ;return #1 on  northwest ;return #2 from  denver ;return #3 before noon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1140_de	I have to go to Pittsburgh and Denver	return flights ;return #1 to pittsburgh ;return #1 to denver ;return #2 , #3	['select', 'filter', 'filter', 'union']	train
ATIS_train_1141_de	Could you give me the American and Delta flight schedule to DFW on August 15th?	return flights ;return #1 to dfw ;return #2 on  august fifteenth ;return american #3 ;return delta #3 ;return #4 ,  #5	['select', 'filter', 'filter', 'project', 'project', 'union']	train
ATIS_train_1142_de	What type of ground transportation is there when I'm in Dallas?	return ground transportation ;return #1 in dallas	['select', 'filter']	train
ATIS_train_1143_de	I would like a list of round-trip flights between Indianapolis and Orlando Florida for the twenty-seventh and twenty-eighth of December	return flights ;return #1 from indianapolis ;return #2 to  orlando florida ;return #3 that  are round trip ;return #4 on december twenty seventh ;return #4 on december twenty eighth ;return #5 ,  #6	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_1144_de	You can see all flights from Chicago to St. Louis that depart after 12pm	return flights ;return #1 from  chicago ;return #2 to st. louis ;return #3 that  depart after 12 noon	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1145_de	I need to find a plane from Boston to San Francisco on Friday	return flights ;return #1 from boston ;return #2 to  san francisco ;return #3 on friday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1146_de	How many first class flights are there on American airlines?	return flights ;return #1 on  american airlines ;return #2 which  are first class ;return the number of #3	['select', 'filter', 'filter', 'aggregate']	train
ATIS_train_1148_de	I want a flight from Boston to San Francisco on the continent	return flights ;return #1 on  continental ;return #2 from  boston ;return #3 to san francisco	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1149_de	Boston to Pittsburgh Wednesday	return flights ;return #1 from  boston ;return #2 to pittsburgh ;return #3 on  wednesday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_115_de	Show me the flights from Washington DC to San Francisco with a stopover in Denver	return flights ;return #1 from washington dc ;return #2 to  san francisco ;return #3 with  a stopover in denver	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1150_de	interested in a flight from Washington to Fort	return flights ;return #1 from  washington ;return #2 to fort worth	['select', 'filter', 'filter']	train
ATIS_train_1151_de	Food codes explain sd / d	return meal codes sd/d ;return explain #1	['select', 'project']	train
ATIS_train_1152_de	I'd like to know what type of plane flies from Boston to Dallas Fort after 530	return flights ;return #1 from boston ;return #2 to  dallas fort worth ;return #3 after 530 ;return planes of #4 ;return types of #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_1153_de	How many first class flights does Delta have today?	return flights ;return #1 on  delta ;return #2 that  are first class ;return #3 that  are today ;return number of #4	['select', 'filter', 'filter', 'filter', 'aggregate']	train
ATIS_train_1154_de	I want to fly from Atlanta to Denver on August 29th	return flights ;return #1 from  atlanta ;return #2 to denver ;return #3 on  august twenty ninth	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1155_de	List all nonstop flights on Wednesday from Baltimore to Newark before noon	return flights ;return #1 that  are nonstop ;return #2 from baltimore ;return #3 to  newark ;return #4 on wednesday ;return #5 before noon	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1156_de	Are United Airlines flying from Denver to Baltimore?	return flights ;return #1 on  united airlines ;return #2 from  denver ;return #3 to baltimore ;return are there  any  #4	['select', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_1157_de	Can you list the earliest flights from Oakland to Salt Lake City on Thursday?	return flights ;return #1 from oakland ;return #2 to  salt lake city ;return #3 on thursday ;return #4 that  are the  earliest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1159_de	Show me all flights from Charlotte to Philadelphia	return flights ;return #1 from  charlotte ;return #2 to philadelphia	['select', 'filter', 'filter']	train
ATIS_train_116_de	what is sa	return sa ;return what is  #1	['select', 'project']	train
ATIS_train_1160_de	List of flights leaving Denver that arrive in Orlando on Saturday after 12 noon	return flights ;return #1 from  denver ;return #2 to orlando ;return #3 departing after 12pm saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1161_de	Show me all prices of the economy from Baltimore to Dallas	return economy ;return #1 from  baltimore ;return #2 to dallas ;return all prices of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1162_de	What are the flights from San Francisco to Washington DC	return flights ;return #1 from san francisco ;return #2 to  washington dc	['select', 'filter', 'filter']	train
ATIS_train_1163_de	Okay, okay, do you have a United Airlines flight from Atlanta to Washington?	return flights ;return #1 on united airlines ;return #2 from  atlanta ;return #3 to washington ;return number of  #4 ;return if #5 is higher than zero	['select', 'filter', 'filter', 'filter', 'aggregate', 'boolean']	train
ATIS_train_1164_de	Flight from Cleveland to Nashville	return flights ;return #1 from  cleveland ;return #2 to  nashville	['select', 'filter', 'filter']	train
ATIS_train_1165_de	Show me flights from Milwaukee to Orlando on Wednesday evening or Thursday morning	return flights ;return #1 from  milwaukee ;return #2 to orlando ;return #3 on  wednesday night ;return #3 on  thursday morning ;return #4 , #5	['select', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_1166_de	Denver to Kansas City nonstop flights	return flights ;return #1 that  are nonstop ;return #2 from denver ;return #3 to  kansas city	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1167_de	List of Sunday nonstop flights from New York to Las Vegas and list of Sunday nonstop flights from Memphis to Las Vegas	return flights ;return #1 that  are nonstop  ;return #2 from  new york ;return #3 to las  vegas ;return #4 on  sunday ;return #2 from  memphis ;return #6 to las  vegas ;return #7 on  sunday ;return #5 , #8	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_1168_de	Flight from Dallas to Boston tomorrow	return flights ;return #1 from dallas ;return #2 to  boston ;return #3 tomorrow	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1169_de	How much does the flight cost 281 from Boston to Denver?	return flight ua 281 ;return #1 from  boston ;return #2 to denver ;return the cost of #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_117_de	I would like to find flights from Minneapolis to Long Beach after 4pm on Monday June 14th, please	return flights ;return #1 from  minneapolis ;return #2 to long beach ;return #3 after 4 o'clock ;return #4 on  monday june fourteenth	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1170_de	How much does it cost to fly from Dallas to Baltimore with Americans?	return flights ;return #1 on  american ;return #2 from  dallas ;return #3 to baltimore ;return cost of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1171_de	I want to know what kind of planes are flying from Atlanta to Boston on Friday this week	return aircraft ;return type of #1 ;return #2 leaving from  atlanta ;return #3 bound to boston ;return #4 on  friday this week	['select', 'project', 'filter', 'filter', 'filter']	train
ATIS_train_1172_de	Which airline offers the cheapest fare from Dallas to Baltimore on July 4th	return flights ;return #1 from dallas ;return #2 to  baltimore ;return #3 on july fourth ;return rates of #4 ;return #5 that  is  the  cheapest ;return airlines that  offer #6	['select', 'filter', 'filter', 'filter', 'project', 'filter', 'project']	train
ATIS_train_1173_de	How long is the flight from Atlanta to San Francisco on November 7 noon?	return flight ;return #1 from  atlanta ;return #2 to san francisco ;return #3 at noon ;return #4 on  november seventh ;return how  long #5 is	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1174_de	Okay, I'm sorry, can you tell me which flights are leaving Atlanta and arriving in Philadelphia around 5pm	return flights ;return #1 from  atlanta ;return #2 to philadelphia ;return #3 that  leave around 5 o'clock	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1175_de	What about flights from Boston to San Diego?	return flights ;return #1 from  boston ;return #2 to san diego	['select', 'filter', 'filter']	train
ATIS_train_1177_de	Show me the flights from Pittsburgh to Dallas	return flights ;return #1 from pittsburgh ;return #2 to  dallas	['select', 'filter', 'filter']	train
ATIS_train_1178_de	I want an early flight from Columbus to Nashville tomorrow	return flights ;return #1 from  columbus ;return #2 to nashville ;return #3 that  are tomorrow ;return #4 that  are early	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1179_de	Ground transportation Denver	return transport ;return #1 that  is  ground ;return #2 in denver	['select', 'filter', 'filter']	train
ATIS_train_118_de	Show me one-way flights from Tampa to St. Louis leaves before 10am	return one way flights ;return #1 from  tampa ;return #2 to st. louis ;return #3 departing before 10am	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1180_de	I'm looking for a flight from Pittsburgh to San Francisco	return flights ;return #1 from pittsburgh ;return #2 to  san francisco	['select', 'filter', 'filter']	train
ATIS_train_1182_de	Show me all flights from Boston to Denver that arrive on Wednesday before noon	return all flights ;return #1 on  wednesday ;return #2 from  boston ;return #3 to denver ;return #4 which  arrive before noon	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1183_de	What are the daily economy class flights from San Francisco to Philadelphia?	return daily flights ;return #1 in economy class ;return #2 from san francisco ;return #3 to  philadelphia	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1184_de	Is there an Atlanta flight to Denver?	return flights ;return #1 that  are connecting flights ;return #2 from atlanta ;return #3 to  denver ;return the  number of  #4 ;return is  #5 more than  zero	['select', 'filter', 'filter', 'filter', 'aggregate', 'boolean']	train
ATIS_train_1185_de	I want to arrange a flight from Pittsburgh to Atlanta	return flight ;return #1 from  pittsburgh ;return #2 to atlanta ;return arrange #3	['select', 'filter', 'filter', 'project']	train
ATIS_train_1186_de	What's the cheapest one-way fare between Philadelphia and Boston?	return flights ;return #1 that  are one way ;return #2 between philadelphia ;return #3 and  boston ;return fares of #4 ;return least expensive of #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_1187_de	Did you have a flight from Boston to Washington at 645?	return flights ;return #1 from  boston ;return #2 to washington ;return #3 leaving at 645am ;return is  there  any  #4	['select', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_1188_de	Which flights go from Pittsburgh to Baltimore after 8 a.m. the next Wednesday	return flights ;return #1 from  pittsburgh ;return #2 to baltimore ;return #3 next wednesday ;return #4 after 8 o'clock	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1189_de	I need information about flights leaving Philadelphia on Friday arriving in Oakland, California	return flights ;return #1 leaving philadelphia ;return #2 on  friday ;return #3 arriving in oakland california	['select', 'filter', 'filter', 'filter']	train
ATIS_train_119_de	What is the price from Boston to Oakland at United Airlines	return flights ;return #1 on united airlines ;return #2 from boston ;return #3 to  oakland ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1190_de	what stops dl 838 from san francisco to atlanta	return dl ;return #1 that  is  838 ;return #2 from san francisco ;return #3 to  atlanta ;return stops #4 makes	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1191_de	Are there flights from Denver to Atlanta connected in Pittsburgh?	return flights ;return #1 from  denver ;return #2 to atlanta ;return #3 that  connect in pittsburgh	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1192_de	I'd like to find flights from Columbus to Minneapolis on Monday, June 14 early in the morning or Sunday, June 13 in the evening. Thank you	return flights ;return #1 from  columbus ;return #2 to minneapolis ;return #3 on  monday june fourteenth ;return #4 early in the morning ;return #3 on  sunday june thirteenth ;return #6 in the evening ;return #4 , #6	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_1193_de	Are there flights from Boston to San Francisco that stop in Washington DC?	return flights ;return #1 from  boston ;return #2 to san francisco ;return #3 which  stop in washington dc	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1194_de	Show me Southwest Airlines flights from San Diego to San Francisco	return flights ;return #1 on  southwest airlines ;return #2 from  san  diego ;return #3 to san  francisco	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1195_de	I would like a ticket from Denver to Atlanta with a stopover in Pittsburgh. Is that possible?	return flights ;return #1 from denver ;return #2 to  atlanta ;return #3 with  a  stopover in pittsburgh ;return are there any  #4	['select', 'filter', 'filter', 'filter', 'boolean']	train
ATIS_train_1196_de	I want to find a flight from Boston to Atlanta	return flights ;return #1 from boston ;return #2 to  atlanta	['select', 'filter', 'filter']	train
ATIS_train_1198_de	Oakland to Denver	return flights ;return #1 from  oakland ;return #2 to denver	['select', 'filter', 'filter']	train
ATIS_train_1199_de	Tell me about ground transportation in Salt Lake City	return ground transportations ;return #1 at salt lake city	['select', 'filter']	train
ATIS_train_12_de	Are there nonstop Denver flights arriving in Baltimore on July 7?	return flights ;return #1 that  are nonstop ;return #2 from denver ;return #3 to  baltimore ;return #4 on july seventh	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_120_de	Find me a flight from Boston to San Francisco with a stopover in Denver on United	return flights ;return #1 on united ;return #2 from  boston ;return #3 to  san francisco ;return #4 with  a layover in denver	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1200_de	Have a flight from Salt Lake City to St. Petersburg	return flights ;return #1 from  salt lake city ;return #2 to st. petersburg	['select', 'filter', 'filter']	train
ATIS_train_1201_de	What's the cheapest outbound flight from Denver to Pittsburgh?	return flights ;return #1 from denver ;return #2 to  pittsburgh ;return #3 that  are one way ;return price of #4 ;return #4 where #5 is  the  lowest	['select', 'filter', 'filter', 'filter', 'project', 'comparative']	train
ATIS_train_1202_de	I want to do a round trip between Washington and San Francisco	return flights ;return #1 between washington and  san francisco ;return #2 that  are round trip	['select', 'filter', 'filter']	train
ATIS_train_1203_de	show me all flights from montreal to nashville	return flights ;return #1 from  montreal ;return #2 to nashville	['select', 'filter', 'filter']	train
ATIS_train_1206_de	list the earliest flight from st. Paul to San Jose	return flights ;return #1 from st. paul ;return #2 to  san jose ;return #3 that  is  the  earliest	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1207_de	Show me great flights from Pittsburgh to San Francisco on Friday	return flights ;return #1 from pittsburgh ;return #2 to  san francisco ;return #3 on friday ;return #4 in first class	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1208_de	which airline is dl 98	return dl 98 ;return airline of #1	['select', 'project']	train
ATIS_train_1209_de	I am interested in a flight from Dallas to Washington and I am also interested in flying to Baltimore	return flights ;return #1 from dallas ;return #2 to  washington ;return #2 to  baltimore ;return #3 ,  #4	['select', 'filter', 'filter', 'filter', 'union']	train
ATIS_train_121_de	What is the last flight from Washington to Boston?	return flights ;return #1 from  washington ;return #2 to boston ;return #3 that  is  last	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1210_de	What is your last flight that leaves San Francisco and arrives in Denver?	return flights ;return #1 leaving san francisco ;return #2 arriving in denver ;return which  #3 is  the last	['select', 'filter', 'filter', 'project']	train
ATIS_train_1211_de	How much does a first-class return ticket from Cleveland to Miami cost us flight?	return tickets ;return #1 that  is  round ;return #2 from  cleveland ;return #3 to miami ;return #4 on  us air ;return #5 that  is  first class ;return cost of #6	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1212_de	I would like information about the ground transportation city of Boston between the airport and downtown	return ground transportation ;return #1 in the  city of  boston ;return #2 between airport and  downtown	['select', 'filter', 'filter']	train
ATIS_train_1213_de	Information on flights from Atlanta to Washington DC departing before 9 a.m. on Thursday	return flights ;return #1 from  atlanta ;return #2 to washington dc ;return #3 departing thursday ;return #4 before 9am	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1214_de	What is the last flight from Denver to arrive in Pittsburgh next Monday?	return flights ;return #1 out of denver ;return #2 that  arrives in pittsburgh ;return #3 on  next monday ;return the latest #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1215_de	Show me the continental flights with meals departing from Seattle to Chicago on Sunday	return flights ;return #1 on continental ;return #2 which  depart seattle ;return #3 on sunday ;return #4 for chicago ;return #5 that  have meals	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1216_de	List of full day flights from Pittsburgh to Boston	return flights ;return #1 from pittsburgh ;return #2 to  boston ;return #3 in the day time	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1217_de	Which flights fly from Atlanta to Washington DC on Thursday?	return flights ;return #1 from atlanta ;return #2 to  washington dc ;return #3 on thursday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1218_de	Where is Lester Pearson Airport	return where is  lester pearson airport	['select']	train
ATIS_train_1219_de	Show me all the flights from Denver to Pittsburgh that serve dinner	return flights ;return #1 from  denver ;return #2 to pittsburgh ;return #3 which  serve dinner	['select', 'filter', 'filter', 'filter']	train
ATIS_train_122_de	I need to make reservations from Denver to Boston	return reservations ;return #1 from  denver ;return #2 to boston	['select', 'filter', 'filter']	train
ATIS_train_1220_de	I want to fly Boston to Dallas	return flights ;return #1 from  boston ;return #2 to dallas	['select', 'filter', 'filter']	train
ATIS_train_1221_de	Which one-way flight is $ 329 from Denver to Pittsburgh?	return flights ;return #1 that  are one way ;return #2 from denver ;return #3 to  pittsburgh ;return fares of #4 ;return #4 where #5 is  329 dollars	['select', 'filter', 'filter', 'filter', 'project', 'comparative']	train
ATIS_train_1222_de	I want to go from Boston to Denver on Saturday evening at 9:00 a.m.	return flights ;return #1 from boston ;return #2 to  denver ;return #3 on saturday ;return #4 at night ;return #5 at 9 o'clock	['select', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1223_de	Information about flights from Boston to Washington	return flights ;return #1 from boston ;return #2 to  washington	['select', 'filter', 'filter']	train
ATIS_train_1224_de	What is the cheapest round-trip flight from one city to another?	return flights ;return #1 from  any  city ;return #2 to any  city ;return #3 that  are one way ;return fares of #4 ;return #5 that  is  the cheapest	['select', 'filter', 'filter', 'filter', 'project', 'filter']	train
ATIS_train_1225_de	Find me the earliest flight from Boston to Atlanta and the latest return to Boston the same day	return flights ;return #1 from  boston ;return #2 to atlanta ;return the earliest of #3 ;return returns ;return #5 where the day is  the   same as #4 ;return #6 to boston ;return the latest of #7 ;return #4 , #8	['select', 'filter', 'filter', 'project', 'select', 'comparative', 'filter', 'project', 'union']	train
ATIS_train_1226_de	list all united flights from philadelphia to san francisco	return flights ;return #1 of united ;return #2 from  philadelphia ;return #3 to san francisco	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1227_de	show me all flights from phoenix to milwaukee the next wednesday	return flights ;return #1 from phoenix ;return #2 to  milwaukee ;return #3 next wednesday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1228_de	What do you know about rental cars in Denver?	return car rentals ;return #1 in denver	['select', 'filter']	train
ATIS_train_1229_de	Show me all flights from Ontario to Tacoma in one direction	return flights ;return #1 from  ontario ;return #2 to tacoma ;return #3 that  are one way	['select', 'filter', 'filter', 'filter']	train
ATIS_train_123_de	Show ground transportation for Pittsburgh	return ground transportations ;return #1 for pittsburgh	['select', 'filter']	train
ATIS_train_1230_de	on monday i want to travel from las vegas to detroit michigan	return flights ;return #1 on monday ;return #2 from las vegas ;return #3 to  detroit michigan	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1231_de	I have to fly between Philadelphia and Atlanta	return flights ;return #1 between philadelphia and  atlanta	['select', 'filter']	train
ATIS_train_1232_de	What type of ground transportation is there in Washington DC?	return ground transportations ;return #1 in washington dc	['select', 'filter']	train
ATIS_train_1233_de	How much does a first-class ticket from Washington to San Francisco cost on Friday?	return flights ;return #1 from  washington ;return #2 to san francisco ;return #3 leaving on  friday ;return tickets of #4 ;return #5 that  are first class ;return how  much is  #6	['select', 'filter', 'filter', 'filter', 'project', 'filter', 'project']	train
ATIS_train_1234_de	I need a flight from Oakland to Salt Lake City on Thursday before 8 a.m.	return flights ;return #1 from oakland ;return #2 to  salt lake city ;return #3 on thursday before 8am	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1235_de	What are the lowest one-way fares from Atlanta to Denver?	return flights ;return #1 from  atlanta ;return #2 to denver ;return #3 that  are one way ;return fares of #4 ;return the lowest #5	['select', 'filter', 'filter', 'filter', 'project', 'aggregate']	train
ATIS_train_1236_de	show me ground transportation in Denver	return ground transportations ;return #1 in denver	['select', 'filter']	train
ATIS_train_1237_de	What is the cheapest one way flight from Atlanta to Pittsburgh?	return flights ;return #1 from  atlanta ;return #2 to pittsburgh ;return #3 that  is  one way ;return #4 that  is  cheapest	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1238_de	now i want to see flights from detroit to st. petersburg the next tuesday	return flights ;return #1 from  detroit ;return #2 to st. petersburg ;return #3 on  next tuesday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1239_de	Show me the flights from Newark New Jersey to Ontario International next Saturday	return flights ;return #1 from  newark new jersey ;return #2 to ontario international ;return #3 next saturday	['select', 'filter', 'filter', 'filter']	train
ATIS_train_124_de	I want a flight from Philadelphia to Dallas with American airlines	return flights ;return #1 on  american airlines ;return #2 from  philadelphia ;return #3 to dallas	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1240_de	show me flights from denver to atlanta on the sixteenth of june	return flights ;return #1 from  denver ;return #2 to atlanta ;return #3 on  june sixteenth	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1241_de	I want to fly from Minneapolis to the long beach two days from this morning	return flights ;return #1 from  minneapolis ;return #2 today long beach ;return #3 two days from  today ;return #4 in the early morning	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1242_de	I am planning a trip to Pittsburgh and I live in Denver. Can you help me?	return trip ;return #1 from  denver ;return #2 to pittsburgh	['select', 'filter', 'filter']	train
ATIS_train_1243_de	I need a flight from San Francisco to Boston that leaves after 7 a.m.	return flights ;return #1 from  san francisco ;return #2 to boston ;return #3 that  leaves after 7am	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1244_de	Which airline besides Continental flies between Boston and Denver?	return flights ;return #1 between boston ;return #2 and denver ;return airlines of #3 ;return #4 besides continental	['select', 'filter', 'filter', 'project', 'discard']	train
ATIS_train_1245_de	What is the lowest rate from Denver to Pittsburgh?	return flights ;return #1 from  denver ;return #2 to pittsburgh ;return fares of #3 ;return the lowest #4	['select', 'filter', 'filter', 'project', 'aggregate']	train
ATIS_train_1246_de	What is ap57 restriction	return restriction ap57 ;return what is  #1	['select', 'project']	train
ATIS_train_1247_de	show me the flights from montreal to philly	return flights ;return #1 from montreal ;return #2 to  philly	['select', 'filter', 'filter']	train
ATIS_train_1248_de	Have United Airlines flights from Dallas to San Francisco	return flights ;return #1 from  dallas to san francisco ;return #2 on  united airlines	['select', 'filter', 'filter']	train
ATIS_train_1249_de	I want to go from Boston to San Francisco and stop in Pittsburgh	return from  boston ;return #1 to san francisco ;return #2 stopping in pittsburgh	['select', 'filter', 'filter']	train
ATIS_train_125_de	show combined flights between Pittsburgh and Baltimore	return flights ;return #1 between pittsburgh ;return #2 and baltimore ;return #3 on united	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1250_de	Okay, give me the flights that leave Denver after 7 p.m. the next Monday and arrive in Boston	return flights ;return #1 that  leave denver ;return #2 after 7pm ;return #3 next monday ;return #4 arriving in boston	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1251_de	I want a flight from Pittsburgh to San Francisco on August 20	return flights ;return #1 from pittsburgh ;return #2 to  san francisco ;return #3 on august twentieth	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1252_de	List all flights departing the continent on Sunday after 934 a.m.	return flights ;return #1 on  continental ;return #2 leaving denver ;return #3 on  sunday ;return #4 after 934pm	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1253_de	Please indicate the cost of all flights from Philadelphia to Denver Airport next Sunday	return flights ;return #1 from philadelphia ;return #2 to  denver airport ;return #3 that  are next sunday ;return costs of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1254_de	Please list the morning flights from Kansas City to Atlanta	return flights ;return #1 from kansas city ;return #2 to atlanta ;return #3 in morning	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1255_de	List flights from Philadelphia to Dallas stopping at Atlanta	return flights ;return #1 from  philadelphia ;return #2 to dallas ;return #3 that  stop in atlanta	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1256_de	from atlanta to washington dc	return from atlanta ;return #1 to  washington dc	['select', 'filter']	train
ATIS_train_1257_de	I would like to fly from Atlanta to Philadelphia	return flights ;return #1 from atlanta ;return #2 to  philadelphia	['select', 'filter', 'filter']	train
ATIS_train_1258_de	Can you list the cheapest return flight price from Orlando to Kansas City?	return flights ;return #1 from  orlando ;return #2 to kansas city ;return #3 that  are round trip ;return fares of #4 ;return the cheapest #5	['select', 'filter', 'filter', 'filter', 'project', 'project']	train
ATIS_train_1259_de	What economy flights will be available from Dallas to Baltimore on July 25, 1991?	return flights ;return #1 from  dallas ;return #2 to baltimore ;return #3 on  july twenty fifth ;return #4 in 1991 ;return #5 on  economy ;return #6 that  are available	['select', 'filter', 'filter', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_126_de	I want to start my flight in Washington DC stopover in Denver with the destination city of San Francisco	return flights ;return #1 from  washington dc ;return #2 to san francisco ;return #3 with  stop in denver	['select', 'filter', 'filter', 'filter']	train
ATIS_train_1260_de	Please give me United Airlines flights from Denver to Baltimore, which are first class flights	return flights ;return #1 from  denver ;return #2 to baltimore ;return #3 on  united airlines ;return #4 in first class	['select', 'filter', 'filter', 'filter', 'filter']	train
ATIS_train_1261_de	When does Continental fly from Philadelphia to Denver on Sundays?	return flights ;return #1 from  philadelphia ;return #2 to denver ;return #3 on  sundays ;return #4 on  continental ;return when  #5 fly	['select', 'filter', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1262_de	Show us flight prices for next Sunday from Miami to Cleveland	return flights ;return #1 from miami ;return #2 to  cleveland ;return #3 next sunday ;return fares of #4	['select', 'filter', 'filter', 'filter', 'project']	train
ATIS_train_1263_de	show me the flights from the love field	return flights ;return #1 leaving love field	['select', 'filter']	train
ATIS_train_1264_de	Show me flights from Atlanta to Washington DC that depart on Thursday	return flights ;return #1 from  atlanta ;return #2 to washington dc ;return #3 that  leave thursday	['select', 'filter', 'filter', 'filter']	train
